keyword,count,related phrase,related keyword,number of related bugs
multiple,23,code via multiple vectors cause;responses;multiple vulnerabilities curl;python multiple thread api;multiple vulnerabilities curlciam,module;cve;ciam;ir;multiple,20
cg,23,global cisco cg global default;firmware version cg mesh udpbridge;configure console cg nms administrator;kickstart version cg system version;pi iotin cg os rssif,cg;wpan;cisco;interface;default,10
unit,23,prp channel unit apr mcsn;enabledmedia attachment unit type vlan;message see unit reload compile;setup rockwell unit ssh turn;serial number unit please plan,unit;event;vlan;apr;mcsn,17
spa,23,kickstart cg spa bin kickstart;universalk mz spa pl cgr;hv srp spa feb ir;universalk bundle spa gz image;universalk bundle spa instal bundle,cgr;spa;version;image;ir,14
resolve,23,sparrow could resolve input idb;open platforms resolve cscut asa;;ir resolve sa error;show anything resolve revisions fail,root;show;resolve;ir;could,12
dc,23,ir bcc dc cbcsl ir;traceback az dc cz ea;advance lte dc hspa hspa;hex value dc bf dc;multimode lte dc hspa hspa,cgr;dc;cisco;pid;ir,9
ed,23,fz cfz ed dz ec;ac eddafcz ed ecz errmsg;cc ee ed dfbfcc edd;len ffffffc ed netmap_transmit cwan_eth;cause traceback ed ed fb,license;ed;netmap_transmit;process;full,13
leak,23,sparrow memory leak fmanrp msg;;qat memory leak ir missinghello;small memory leak see cgr;elements memory leak cgr nooibmemory,elements;leak;size;address;memory,12
minutes,23,router hang minutes yet recover;minute five minutes time source;succeed within minutes work setup;take around minutes loose cgr;interval timer minutes,minutes;cgr;wpan;scep;ir,16
download,22,class file download switch workingie;scep certificate download please wait;allow user download warbler image;file store download iox directory;current cert download new one,file;config;bytes;download;scep,13
documentation,22,vulnerabilities automate documentation bug appropriately;vulnerabilities automate documentation bug appropriately;vulnerabilities automate documentation bug appropriately;vulnerabilities automate documentation bug appropriately;vulnerabilities automate documentation bug appropriately,cve;url;vulnerabilities;bug;please,21
important,22,hotpage url important note severity;hotpage;hotpage url important note severity;bug appropriately important note severity;hotpage url important note severity,cve;url;vulnerabilities;bug;please,22
potentially,22,;;hundreds bug potentially affect cisco;;,cve;url;vulnerabilities;bug;please,22
ntpd,22,cover vulnerabilities ntpd vulnerabilities affect;cover vulnerabilities ntpd vulnerabilities affect;cover vulnerabilities ntpd vulnerabilities affect;cover vulnerabilities ntpd vulnerabilities affect;protocol daemon ntpd could allow,ntpd;psirt;cve;bug;ntp,13
implementation,22,url preservewrapper implementation mozilla firefox;url webgl implementation mozilla firefox;link url implementation cryptographic message;xbl tostring implementation mozilla firefox;url profiler implementation mozilla firefox,psirt;cve;url;implementation;ciam,22
act,22,lic right act mrp client;image sign act generate digital;failures switch act grand masteriot;aug utc act authentication passir;failure cman act change miscsparrow,vlan;mrp;image;act;show,14
part,22,linux kernel part ciam api;linux kernal part oib ciam;linux kernal part oib ciam;linux kernal part oib ciam;card come part moreno lite,loader;cve;mf;ndu;ciam,18
rc,22,fault rp_ rc pst tue;image load rc image unable;nooibimage load rc always see;gb warbler rc test procedure;image helddown rc dec pman,config;link;rc;vik;show,14
might,22,allocate memory might allow local;thunderbird seamonkey might allow remote;bite systems might allow context;quote output might allow local;number partition might allow local,might;psirt;cve;allow;ciam,22
pointer,22,service null pointer dereference client;service null pointer dereference crash;service null pointer dereference crash;service null pointer dereference daemon;service null pointer dereference crash,pointer;psirt;crash;cve;ciam,22
integrity,22,;file system integrity checknote file;show platform integrity cli display;show platform integrity data return;show platform integrity sign signature,file;platform;version;ir;integrity,8
api,22,part ciam api gen ciam;oib ciam api gen cve;escalation ciam api gen ciam;oib ciam api gen ciam;oib ciam api gen ciam,qjqy;cve;mf;ndu;ciam,22
inventory,22,show iinterfaces inventory ip show;corsica show inventory need align;show sh inventory detail testcomponent;fail send inventory notifications fnd;version show inventory show memory,address;inventory;show;cc;ir,8
cannot,22,two user cannot config ipsectesting;stop work cannot loginto console;jan error cannot create alarm;flexvpn traffic cannot pass tunnel;ssh local cannot remove simply,module;switch;config;cannot;vik,15
rx,22,offline subslot rx fixup unknown;typ tx rx modem roty;typ tx rx modem roty;ie bz rx drop see;mtu metric rx packets errors,rx;sep;modem;line;pdt,11
core,22,log url core file crash;;;process cts core ipl pid;suggestion fpga_ core bin tsn_schedule,file;version;core;ie;xd,14
factory,22,install firmware factory flash bundle;sw firmware factory save reload;external tftp factory file pathvirtual;lgx factory default workiot;factory default wpan,firmware;factory;modem;default;ir,13
response,22,debug request response mld snoop;send queue response debug debug;lm error response igmacallisto could;query trigger response unspecified attribute;sequence user response autoselect initial,response;event;mcsn;apr;enable,15
startup,22,run config startup configreboot dut;config rw startup config file;attachment detail startup config sqa;via erase startup express setup;enable cause startup issuesie phase,startup;switch;config;debug;ie,12
fine,22,switch work fine state problem;start work fine;everything work fine configure span;mode work fine ptp mode;offset work fine petra boxesimsp,file;switch;port;work;ptp,19
cscve,22,cscvd clone cscve clone cscve;user clone cscve clone cscve;cscvd clone cscve clone cscve;phase clone cscve reduce dag;vulnerability clone cscve ram disk,igma;cscve;config;clone;vik,8
ge,22,topology ir ge warbler lora;topology ir ge warbler lora;topology ir ge warbler lora;ok esr ge ok esr;,version;ok;modem;ge;ir,13
partition,22,;later rebuiltstarting partition analysisboot sector;upgrade backup partition latest hypervisor;;backup backup partition must include,file;partition;version;boot;ir,12
bootflash,22,test package bootflash sparrow_lxc tartest;sparrow verify bootflash xxx sign;error verify bootflash ir universalk;image file bootflash user ir;image file bootflash cgr uk,file;bootflash;sparrow;bin;error,9
gen,22,ciam api gen ciam pbd;ciam api gen cve ciam;ciam api gen ciam ciam;ciam api gen ciam umbxdcm;ciam api gen ciam ciam,qjqy;cve;mf;ndu;ciam,21
cscvg,22,cscvf clone cscvg clone cscvg;nooib clone cscvg clone cscvh;containermatia clone cscvg clone cscvg;modematia clone cscvg standalonelive show;cscvf clone cscvg clone cscvg,cscvg;config;console;clone;ip,13
eth,22,ipv conf eth disable_ipv net;iface ug eth lxcbr eth;niclink dpbr_n_ eth eth eth;either interfaces eth eth container;standalonelive config eth stoppedpcap error,address;link;ip;run;eth,6
rf,22,protocol hardware rf mhz address;ismodule type rf wpan ieee;master slave rf pan master;ieee plc rf wpan ieee;mesh key rf plc wpan,cgr;config;wpan;rf;show,12
marker,22,input detect marker ip address;;input detect marker uut config;input detect marker;,marker;config;invalid;detect;input,7
range,22,delay acceptable range inconsistent manner;exit int range gi switch;bite expect range traceback dffe;ptp sync range macsec configuredpetra;line command range representation line,config;clock;ie;line;range,14
entire,21,please read entire description include;please read entire description include;missingplease read entire description include;please read entire description include;please read entire description include,cve;url;vulnerabilities;bug;please,21
bypass,21,;proximate attackers bypass intend time;local users bypass intend access;;remote attackers bypass intend network,psirt;cve;allow;ciam;bypass,17
instal,21,modem iamge instal ir successfully;cgr router instal bundle image;console bundle instal bundle image;bundle spa instal bundle image;,cgr;image;modem;ir;install,16
enclosure,21,ciam note enclosure detail;ciam note enclosure detail;ciam note enclosure detail;ciam note enclosure detail;ciam note enclosure detail,cve;mf;ndu;ciam;ir,21
help,21,feature appreciate help advance example;discussion request help math adjustment;otherwise appreciate help thank regard;rommon version help show command;enabledfull user help disabledallowed input,help;guest;os;show;restart,17
box,21,place shield box ios version;without crash box despite memory;nooib valid_upetra box get crash;issue happen box solution repeatedly;crdentials telnet box telnet,cgr;ios;version;box;show,17
break,21,sh inv break ir sh;feature bug break login cgr;iot danubestill break original anomaly;config default break config replace;two platforms break ie th,use;break;mz;poe;ir,15
instead,21,change ip instead cfg host;come picture instead express setup;;mcu ms instead per design;rgmii gi instead change per,instead;change;ip;modem;show,19
statistics,21,sh prp statistics prp channel;sh prp statistics prp channel;prp egress statistics display hexadecimal;dlr ring statistics packet command;cal_common cal_version statistics xmlmissing cal_common,statistics;prp;lan;show;ptp,11
engineer,21,version gb engineer weekly buildwhen;version gb engineer weekly bundle;;version test engineer estg_weekly build;,ir;version;software;ie;universalk,18
vik,21,exit username vik password dmlr;exit username vik password username;gateway username vik password quhmvpru;config username vik password vikipsectesting;config username vik password ie,config;username;password;ip;vik,5
mpl,21,casecade mpl data config;ir fan mpl data imax;wpan fan mpl statsdomain ff;ir fan mpl config fail;clone cscvh mpl temporarily remove,mpl;config;packets;fan;data,5
tcp,21,protocol raw tcp raw socket;debug raw tcp packet timer;unicast icmp tcp syn storm;interface ip tcp adjust mss;selectively enable tcp ip service,sparrow;raw;tcp;interface;ip,11
sim,21,ir intermittent sim card failures;dual modem sim switch mc;active active sim sim sim,cellular;sim;power;modem;card,3
